Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"406554";"83367342000171";"ASSOCIAÃ‡ÃƒO ADVENTISTA NORTE BRASILEIRA DE PREVENÃ‡ÃƒO E ASSISTÃŠNCIA A SAÃšDE";"GARANTIA DE SAÃšDE - HOSPITAIS ADVENTISTA DE BELÃ‰M E MANAUS";"Filantropia";"RODOVIA MARIO COVAS";"400";;"COQUEIRO";"Ananindeua";"PA";"67110000";"91";"32144500";"32451585";"clairton@hab.org.br";"JACKSON DOUGLAS DA SILVA FREIRE";"GERENTE";5;"1999-07-21"
"411752";"03849449000117";"ASSOCIAÃ‡ÃƒO ASSISTENCIAL DE SAÃšDE SUPLEMENTAR CRUZ AZUL SAÃšDE";"CRUZ AZUL SAÃšDE";"Medicina de Grupo";"RUA ALBUQUERQUE MARANHÃƒO";"72";;"CAMBUCI";"SÃ£o Paulo";"SP";"01540020";"11";"33885000";"33885010";"diretoria@maisazulsaude.com.br";"EDGAR CUCCOLO";"REPRESENTANTE JUNTO Ã€ ANS";4;"2000-07-21"
"322326";"25335803000128";"ASSOCIAÃ‡ÃƒO BENEFICENTE CATÃ“LICA";"HOSPITAL SANTA ISABEL";"Filantropia";"RUA FREI CORNELIO";"200";;"LAURINDO DE CASTRO";"UbÃ¡";"MG";"36500000";"32";"35391034";;"planosaude@santaisabelsaude.com.br";"FABIANO DOS SANTOS";"PRESIDENTE";3;"1998-12-29"
"304131";"02030246000131";"ASSOCIAÃ‡ÃƒO BENEFICENTE DE ASSISTÃŠNCIA A SAÃšDE DOS JUÃZES DO TRABALHO DA 15Âª REGIÃƒO (ABAS 15)";"SAÃšDE ABAS";"AutogestÃ£o";"RUA BARÃƒO DE JAGUARA";"707";"10Âº ANDAR / SALAS 101/104 - BLOCO MOZART";"CENTRO";"Campinas";"SP";"13015926";"19";"37335060";;"falecom@abas15.org.br";"EINSTEIN ROMERO DURÃƒES";"REPRESENTANTE LEGAL";1;"1998-12-22"
"382540";"31240963000196";"ASSOCIAÃ‡ÃƒO BENEFICENTE DOS PROFESSORES PÃšBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI";"APPAI";"Medicina de Grupo";"RUA SENADOR DANTAS";"117";"SLJ 211,212,213";"CENTRO";"Rio de Janeiro";"RJ";"20034900";"21";"31473242";"25320563";"appai@appai.org.br";"JULIO CESAR DA COSTA";"DIRETOR PRESIDENTE";4;"1999-01-19"
"417947";"10935483000170";"ASSOCIAÃ‡ÃƒO DA SANTA CASA SAÃšDE DE RIBEIRÃƒO PRETO";"SANTA CASA SAÃšDE DE RIBEIRÃƒO PRETO";"Medicina de Grupo";"AVENIDA MEIRA JUNIOR";"585";;"CAMPOS ELISEOS";"RibeirÃ£o Preto";"SP";"14085230";;;;"regulacao@santacasasauderp.com.br";"FERNANDO DE TORO DIAZ";"PRESIDENTE DO CONSELHO DE ADMINISTRAÃ‡ÃƒO";5;"2011-03-31"
"417955";"07945024000162";"ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA MÃ‰DICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÃ";"JUDICEMED";"AutogestÃ£o";"RUA ALBERTO FOLLONI";"543";;"AHÃš";"Curitiba";"PR";"80540000";"41";"30171600";"30171601";"JUDICEMED@JUDICEMED.COM.BR";"MARCEL FERREIRA DOS SANTOS";"REPRESENTANTE LEGAL";3;"2011-03-31"
"416690";"07781345000179";"ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ SAÃšDE DA AMAGIS";"AMAGIS SAÃšDE";"AutogestÃ£o";"RUA ALBITA";"194";"6Âº ANDAR";"BAIRRO CRUZEIRO";"Belo Horizonte";"MG";"30310160";"31";"30793479";"32233683";"saude@amagis.com.br";"FLÃVIA BIRCHAL DE MOURA";"Vice-Presidente de SaÃºde";3;"2008-06-30"
"416568";"08202035000115";"ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ SAÃšDE DOS EMPREGADOS DA COPASA";"COPASS SAÃšDE";"AutogestÃ£o";"RUA CARANGOLA";"531";;"SANTO ANTÃ´NIO";"Belo Horizonte";"MG";"30330240";"31";"32985820";"32985801";"copass@copass-saude.com.br";"OMAR DE CARVALHO GOMES FILHO";"REPRESENTANTE E SUPER EXECUTIV";4;"2008-02-18"
"314218";"60975174000100";"ASSOCIAÃ‡ÃƒO DE BENEFICÃŠNCIA E FILANTROPIA SÃƒO CRISTOVÃƒO";;"Filantropia";"RUA AMÃ‰RICO VENTURA";"123";;"ALTO DA MOOCA";"SÃ£o Paulo";"SP";"03128010";"11";"20297202";"20297602";"saocristovao@saocristovao.com.br";"VALDIR PEREIRA VENTURA";"PRESIDENTE CONS. DELIBERATIVO";4;"1998-12-21"
"423475";"03468485000130";"ASSOCIAÃ‡ÃƒO DE PROTEÃ‡ÃƒO Ã€ MATERNIDADE E Ã€ INFANCIA DE CUIABÃ ";"HOSPITAL GERAL E MATERNIDADE DE CUIABÃ";"Filantropia";"Rua 13 de Junho ";"2101";;"Centro";"CuiabÃ¡";"MT";"78025000";"65";"33637096";;"diretoria@hg.cuiaba.br";"FLÃVIA GALINDO SILVESTRE SILVA";"Presidente do Conselho";;"2022-12-27"
"422321";"35657268000185";"ASSOCIAÃ‡ÃƒO DE SAÃšDE DO VALE";"LEVMED SAÃšDE";"Medicina de Grupo";"RUA EPITÃCIO PESSOA";"651";;"CENTRO";"JaraguÃ¡ do Sul";"SC";"89251100";"47";"35124100";;"contato@levmed.com.br";"CARLOS CESAR FELIPONI";"DIRETOR EXECUTIVO";5;"2020-07-14"
"418731";"15022430000181";"ASSOCIAÃ‡ÃƒO DE SAÃšDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃƒO";"HFC SAÃšDE";"Medicina de Grupo";"RUA RAFAEL ALOISI";"51";;"VILA REZENDE";"Piracicaba";"SP";"13405205";;;;"lilian.pedro@hfcp.com.br";"JOSÃ‰ CORAL";"DIRETOR SUPERINTENDENTE";5;"2013-01-11"
"417530";"11939445000158";"ASSOCIAÃ‡ÃƒO DE SAÃšDE PORTUGUESA DE BENEFICÃŠNCIA";"SAÃšDE BENEFICÃŠNCIA";"Medicina de Grupo";"RUA TIRADENTES";"293";"CJ 51 A 54 - LOTE 5A";"VILA ITAPURA";"Campinas";"SP";"13023190";"19";"35001500";;"diretoria@saudebeneficencia.com.br";"ARLY DE LARA ROMÃŠO";"REPRESENTANTE";5;"2010-09-02"
"393533";"12317012000123";"ASSOCIAÃ‡ÃƒO DO FISCO DE ALAGOAS";;"AutogestÃ£o";"RUA ARTUR VITAL DA SILVA";"58";;"GRUTA DE LOURDES";"MaceiÃ³";"AL";"57052260";"82";"33383494";"33381846";"clebia.presidencia@asfal.com.br";"GUSTAVO DE ALBUQUERQUE CALHEIROS";"DIRETOR PRESIDENTE";6;"1998-12-28"
"420000";"15713057000105";"ASSOCIAÃ‡ÃƒO DO PLANO DE SAÃšDE DA SANTA CASA DE MISERICÃ“RDIA DE ITABUNA - PLANSUL";"PLANSUL";"Medicina de Grupo";"RUA SANTA CRUZ";"s/n";"HOSPITAL MANOEL NOVAIS";"BAIRRO DE FÃTIMA";"Itabuna";"BA";"45603305";"73";"32143800";;"PLANSUL@PLANSUL.net";"CELSO ROBERTO DOS SANTOS";"GESTOR";5;"2015-12-15"
"387185";"34011288000111";"ASSOCIAÃ‡ÃƒO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO";"AFRERJ";"AutogestÃ£o";"RUA SETE DE SETEMBRO";"55";"25 Âº ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20050004";"21";"35345555";"22525756";"amafrerj@afrerj.org.br";"ALOISIO DA CUNHA TAVARES";"DIRETOR PRESIDENTE";4;"1998-12-16"
"330281";"09306242000182";"ASSOCIAÃ‡ÃƒO DOS AUDITORES FISCAIS DO ESTADO DA PARAÃBA - AFRAFEP";"AFRAFEP - SAUDE";"AutogestÃ£o";"Rua CorÃ¡lio Soares de Oliveira";"497";;"Centro";"JoÃ£o Pessoa";"PB";"58013260";"83";"30485640";;"admin@afrafepsaude.com.br";"QUINTILIANO BEZERRA LIMA";"PRESIDENTE";3;"1998-12-22"
"384704";"13170410000122";"ASSOCIAÃ‡ÃƒO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÃ‡ÃƒO E OBRAS PÃšBLICAS - ASSEC";"ASSEC";"AutogestÃ£o";"AV. ADÃ‰LIA FRANCO";"3035";;"DIA";"Aracaju";"SE";"49048010";;;;"ans@assecsaude.com.br";"VALDILENE OLIVEIRA MARTINS";"PRESIDENTE";3;"1998-12-30"
"382639";"92911056000116";"ASSOCIAÃ‡ÃƒO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC";"AFISVEC - SAÃšDE";"AutogestÃ£o";"RUA URUGUAI";"155";"CONJ.1010";"CENTRO";"Porto Alegre";"RS";"90010140";"51";"32244922";"32244922";"saude@afisvec.org.br";"EDUARDO JAEGER";"PRESIDENTE";3;"1998-12-28"
"306754";"00299149000113";"ASSOCIAÃ‡ÃƒO DOS FUNCIONÃRIOS DO FISCO DO ESTADO DE GOIÃS";"AFFEGO-SAÃšDE";"AutogestÃ£o";"RUA 83";"218";"QUADRA F-15, LOTE 26";"SETOR SUL";"GoiÃ¢nia";"GO";"74083020";"62";"32185051";;"walima@affego.com.br";"HUGO MARIA DÂ¿ASSUNÃ‡ÃƒO";"REPRESENTANTE";3;"1998-12-23"
"388092";"04503249000170";"ASSOCIAÃ‡ÃƒO DOS FUNCIONÃRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM";"AFFEAM SAÃšDE";"AutogestÃ£o";"RUA FRANCO DE SÃ";"812";"1Âº ANDAR";"SÃƒO FRANCISCO";"Manaus";"AM";"69079210";"92";"36634380";"36113013";"affeamsaude@affeam.com.br";"DERCYVONE DA SILVA GOES";"PRESIDENTE";6;"1998-12-31"
"335754";"14799035000147";"ASSOCIAÃ‡ÃƒO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA";"ASFEB";"AutogestÃ£o";"RUA DR. JOSÃ‰ PEROBA";"149";"EDF ELDORADO 1Âº ANDAR SL: 101/102 e 902";"STIEP";"Salvador";"BA";"41770235";"71";"22012205";"33417182";"coordennacaomedica@asfeb.org.br";"DOMENICO FIORAVANTI";"PRESIDENTE";3;"1998-12-23"
"309028";"29167970000168";"ASSOCIAÃ‡ÃƒO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO";"ASSIST";"Medicina de Grupo";"RUA SENADOR DANTAS";"117";"SLJ 201, 206 A 209 SALAS 208, 301, 302 3";"CENTRO";"Rio de Janeiro";"RJ";"20010000";"21";"21425149";;"assist@assist.org.br";"GERALDO DA COSTA LEITE";"DIRETOR PRESIDENTE";4;"1999-01-19"
"419591";"20160828000114";"ASSOCIAÃ‡ÃƒO DOS SERVIDORES PÃšBLICOS DA ADMINISTRAÃ‡ÃƒO DIRETA DO GOVERNO DO ESTADO DO PARÃ - ASPARÃ";"ASPARÃ";"AutogestÃ£o";"AVENIDA SENADOR LEMOS";"904";;"UMARIZAL";"BelÃ©m";"PA";"66050000";"91";"32251521";;"aspara@aspara.org.br";"GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA";"PRESIDENTE";5;"2014-10-21"
"342556";"87547444000120";"ASSOCIAÃ‡ÃƒO DR. BARTHOLOMEU TACCHINI";"PLANO DE SAÃšDE TACCHIMED";"Filantropia";"RUA JOSÃ‰ MÃRIO MONACO";"358";;"CENTRO";"Bento GonÃ§alves";"RS";"95700068";"54";"34554333";"34554333";"nucleojr@tacchini.com.br";"HILTON ROESE MANCIO";"SUPERINTENDENTE";5;"1998-12-22"
"326755";"78613841000161";"ASSOCIAÃ‡ÃƒO EVANGELICA BENEFICENTE DE LONDRINA";"PLANO DE SAUDE HOSPITALAR";"Filantropia";"AV. BANDEIRANTES";"618";;"JD. LONDRILAR";"Londrina";"PR";"86015900";"43";"33781000";;"planohospitalar2@planohospitalar.org.br";"LINCOLN VIEIRA MAGALHÃƒES";"REPRESENTANTE LEGAL";5;"1998-12-22"
"422053";"33922160000147";"ASSOCIAÃ‡ÃƒO FCA SAÃšDE";"STELLANTIS SAUDE PE/PB";"AutogestÃ£o";"AV CONTORNO";"3455";"GALPAO 8, SALA 36, PARTE A";"DISTRITO INDUSTRIAL PAULO CAMI";"Betim";"MG";"32669900";"31";"34023812";;"juridicostellantissaude@stellantis.com";"CRISTIANE DE OLIVEIRA ROQUE PAIXÃƒO";"Diretora";5;"2019-12-03"
"416584";"08883265000197";"ASSOCIAÃ‡ÃƒO FUNDO DE PROTEÃ‡ÃƒO Ã€ SAÃšDE";"FUPS";"AutogestÃ£o";"RUA FIORAVANTE JOÃƒO FERRI";"99";;"JARDIM ALVORADA";"Campo MourÃ£o";"PR";"87308445";;;;"fups@fups.com.br";"MAYARA DE OLIVERA RODRIGUES";"REPRESENTANTE";4;"2008-03-07"
"402206";"02220135000198";"ASSOCIAÃ‡ÃƒO GOIANA DO MINISTÃ‰RIO PÃšBLICO";"AGMP";"AutogestÃ£o";"RUA T-29 C/ T-9";"1758";;"SETOR BUENO";"GoiÃ¢nia";"GO";"74215050";"62";"32856660";;"administracao@samp.org.br";"VALÃ‰RIA CRISTINA DE PAULA MAGALHÃƒES";"DIRETORA GERAL";3;"1999-03-17"
"421618";"30724638000136";"ASSOCIAÃ‡ÃƒO HOSPITAL SAÃšDE DE VARGEM GRANDE DO SUL";"HOSPITAL SAÃšDE";"Medicina de Grupo";"PraÃ§a Nossa Senhora Aparecida";"61";"Sala 01";"Nossa Senhora Aparecida";"Vargem Grande do Sul";"SP";"13880000";"19";"36419300";;"associacaohsvgsul@gmail.com";"JOSÃ‰ GERALDO RAMAZOTTI";"PRESIDENTE";6;"2019-04-08"
"423807";"92685833000151";"ASSOCIAÃ‡ÃƒO HOSPITALAR MOINHOS DE VENTO";"HOSPITAL MOINHOS DE VENTO";"AutogestÃ£o";"Rua Ramiro Barcelos";"910";;"Moinhos de Vento";"Porto Alegre";"RS";"90035001";"51";"33143545";;"marcelo.rosa@hmv.org.br";"MARCO ANTÃ”NIO DE MODESTI";"CFO";;"2023-10-30"
"419150";"15323270000100";"ASSOCIAÃ‡ÃƒO MAIS SAÃšDE SANTA CASA DE SÃƒO JOÃƒO DA BOA VISTA";"MAIS SAÃšDE SANTA CASA";"Medicina de Grupo";"RUA SÃƒO LUCAS";"21";"Andar 1 e 2";"PERPÃ‰TUO SOCORRO";"SÃ£o JoÃ£o da Boa Vista";"SP";"13870529";"19";"36344440";;"presidencia@maissaudesantacasa.com.br";"VERA LUCIA SASSARON PANDINI";"PRESIDENTE";6;"2013-10-22"
"417211";"11177786000133";"ASSOCIAÃ‡ÃƒO MINEIRA DE ASSISTÃŠNCIA Ã€ SAÃšDE DOS MEMBROS DO MINISTÃ‰RIO PÃšBLICO";"AMMP SAÃšDE";"AutogestÃ£o";"RUA TIMBIRAS";"2928";"3Âº ANDAR";"BARRO PRETO";"Belo Horizonte";"MG";"30140062";"31";"21054878";"25326391";"saude@ammpsaude.org.br";"FRANCISCO CHAVES GENEROSO";"DIRETOR DE SAÃšDE";3;"2010-04-09"
"420158";"23869306000184";"ASSOCIAÃ‡ÃƒO PADRE ALBINO SAÃšDE";"PADRE ALBINO SAUDE";"Medicina de Grupo";"RUA BELEM";"423";;"CENTRO";"Catanduva";"SP";"15800280";"17";"33113716";;"ADMINISTRACAO@PADREALBINOSAUDE.COM.BR";"VANIA REGINA CATOIA GARCIA";"DIRETORA EXECUTIVA";5;"2016-07-06"
"420816";"25141173000150";"ASSOCIAÃ‡ÃƒO PADRE PIO PLANOS DE SAÃšDE";"PADRE PIO PLANOS DE SAÃšDE";"Medicina de Grupo";"Rua JosÃ© Antunes Azevedo Filho";"70";;"Jardim Nova ItÃ¡lia";"Limeira";"SP";"13484401";"19";"34467700";;"plano.pe.pio@humanitaria.com.br";"CESAR LUIS DERMONDE";"Diretor Presidente";6;"2017-06-09"
"418617";"12049486000131";"ASSOCIAÃ‡ÃƒO PARANAENSE DE ASSISTÃŠNCIA Ã€ SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÃ";"PROMED";"AutogestÃ£o";"RUA MATEUS LEME";"2018";"2Âº ANDAR";"CENTRO CÃVICO";"Curitiba";"PR";"80530010";"41";"33522855";"33522855";"superintendencia@promedpr.org.br";"SYMARA MOTTER";"PRESIDENTE";3;"2012-10-08"
"422631";"39427632000171";"ASSOCIAÃ‡ÃƒO PETROBRAS DE SAÃšDE - APS";;"AutogestÃ£o";"Avenida RepÃºblica do Chile";"65";"Sala 302";"Centro";"Rio de Janeiro";"RJ";"20031170";;;;"carolina.lucas@saudepetrobras.com.br";"CAROLINA SALGADO LUCAS";"GERENTE REGULATÃ“RIO E PRODUTOS";1;"2021-01-28"
"419974";"19512026000147";"ASSOCIAÃ‡ÃƒO PLAME DE SAÃšDE";"PLAMESC- PLANO MÃ‰DICO SANTA CASA";"Medicina de Grupo";"RUA SÃƒO SEBASTIÃƒO";"32";;"CENTRO";"Barra Mansa";"RJ";"27345480";"24";"33233775";;"plamesc@plamesc.com.br";"JAIR FUSCO";"DIRETOR ADMINISTRATIVO";6;"2015-11-18"
"419958";"20961779000119";"ASSOCIAÃ‡ÃƒO PLANO DE SAÃšDE SANTA CASA DE VALINHOS";"PSC SAÃšDE - ASSISTÃŠNCIA MEDICA  ";"Medicina de Grupo";"AV. ONZE DE AGOSTO";"1451";"6Âº ANDAR - EDIFÃCIO ELLOPAR";"JARDIM RIBEIRO";"Valinhos";"SP";"13270190";;;;"cbeltram@uol.com.br";"CELSO BELTRAMINI";"PRESIDENTE";6;"2015-11-09"
"408093";"66493339000185";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU";"APAS-BOTUCATU";"AutogestÃ£o";"RUA PRUDENTE DE MORAES";"217";;"CENTRO";"Botucatu";"SP";"18602060";"14";"38155199";"38155199";"apasbtu@terra.com.br";"ALEKSANDER TOALDO LACERDA";"DIRETOR PRESIDENTE";5;"1999-09-14"
"408263";"71753297000104";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTENCIA Ã€ SAUDE DE SAO JOAO DA BOA VISTA";"APAS - ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠCIA Ã€ SAÃšDE SJBVISTA";"AutogestÃ£o";"AV. PRESIDENTE JOÃƒO BELCHIOR MARQUES GOU";"401";;"PARQUE NAÃ‡Ã•ES ";"SÃ£o JoÃ£o da Boa Vista";"SP";"13870579";"19";"36331494";"36338415";"apas.sjoao@uol.com.br";"CELSO AUGUSTO LUCIO ";"DIRETOR PRESIDENTE";5;"1999-09-15"
"409413";"00444803000135";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA A SAÃšDE";"APAS FERNANDOPOLIS";"AutogestÃ£o";"AV. LÃBERO DE ALMEIDA SILVARES";"3014";;"COESTER";"FernandÃ³polis";"SP";"15603087";"17";"34628371";;"gerencia@apasfernandopolis.com";"IVAN CESAR BELENTANI";"PRESIDENTE";5;"1999-10-27"
"410110";"00034259000153";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA A SAÃšDE DA BAIXADA SANTISTA";"APAS BAIXADA SANTISTA";"AutogestÃ£o";"RUA SÃƒO PAULO";"118";"CASA";"VILA BELMIRO";"Santos";"SP";"11075330";"13";"32261300";"32265000";"apas@apassantos.com.br";"ELI FRAGA DO REGO";"DIRETOR PRESIDENTE";5;"1999-11-03"
"406813";"59766105000107";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE";"APAS ANDRADINA";"AutogestÃ£o";"RUA SÃƒO PAULO";"757";;"CENTRO";"Andradina";"SP";"16901009";"18";"37224315";"37224315";"apas@apasandradina.com.br";"ADALTO ALVES DE OLIVEIRA";"DIRETOR PRESIDENTE";5;"1999-08-06"
"406937";"57272510000135";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE";"APAS/MARILIA";"AutogestÃ£o";"RUA RIO GRANDE DO SUL";"121";"CASA";"CENTRO";"MarÃ­lia";"SP";"17509130";"14";"34020870";"34331313";"apasmari@terra.com.br";"ANTONIO ZOTTI";"PRESIDENTE";5;"1999-08-04"
"410128";"71559272000174";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE";"APAS SAÃšDE SOROCABA";"AutogestÃ£o";"RUA CONDE D'EU";"292";;"VILA BOA VISTA";"Sorocaba";"SP";"18030040";"15";"33317092";;"adm.ans@apas-sorocaba.com.br";"WASHINGTON LUIZ GAIOTTO";"PRESIDENTE";5;"1999-11-30"
"409405";"00642842000147";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE - VALE DO RIBEIRA";"APAS VALE  DO RIBEIRA";"AutogestÃ£o";"RUA SHITIRO MAEJI";"619";;"CENTRO";"Registro";"SP";"11900000";"13";"38211083";"38211083";"apasrgt@terra.com.br";"EVERALDO FIGUEIREDO CALEGARI";"PRESIDENTE";5;"1999-10-26"
"423203";"00841848000143";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE APAS";"APAS ASSIS";"AutogestÃ£o";"RUA SÃƒO PAULO";"303.0";;"VILA XAVIER";"Assis";"SP";"19802001";"18";"33241423";;"apasassis@outlook.com";"DIONIZIO DE GENOVA JUNIOR";"PRESIDENTE";6;"2022-07-14"
"414212";"59762062000183";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE ARAÃ‡ATUBA (APAS)";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE ARAÃ‡ATUBA";"AutogestÃ£o";"RUA RIO DE JANEIRO";"120";"CASA";"VILA MENDONÃ‡A";"AraÃ§atuba";"SP";"16015150";"18";"36235389";;"apas.administrativo@apasaracatuba.com.br";"ADRIANA ROLEDO BELLUZZO";"DIRETORA PRESIDENTE";5;"2001-08-28"
"407569";"72916364000127";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE BARRETOS";"APAS- BARRETOS";"AutogestÃ£o";"AVENIDA 23";"1337";;"CENTRO";"Barretos";"SP";"14780320";"17";"33229844";"33225133";"apasbarretos@terra.com.br";"ANTONIO ALVES";"DIRETOR PRESIDENTE";5;"1999-08-20"
"406945";"00147571000153";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE BAURU";"APAS BAURU";"AutogestÃ£o";"RUA MARIA JOSÃ‰";"1-71";"QUADRA 1";"CENTRO";"Bauru";"SP";"17015440";"14";"32145500";"32145501";"apas@apasbauru.com.br";"BENEDITO ROBERTO MEIRA";"DIRETOR PRESIDENTE";5;"1999-08-04"
"408026";"00665690000106";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE DRACENA";"APAS DE DRACENA";"AutogestÃ£o";"RUA PRINCESA ISABEL";"1215";;"CENTRO";"Dracena";"SP";"17900000";"18";"38213990";"38213997";"apasdrac@terra.com.br";"CLAUDINÃŠ DE OLIVEIRA CRESPO";"PRESIDENTE";5;"1999-09-06"
"408034";"66491036000123";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE JAÃš";"APAS-JAU";"AutogestÃ£o";"RUA DR JOÃƒO LEITE";"652";;"CENTRO";"JaÃº";"SP";"17201090";"01";"436214846";"436214846";"contato@apasjau.com.br";"JOÃƒO PEDRO DE OLIVEIRA FILHO";"PRESIDENTE";5;"1999-09-08"
"411248";"00648506000101";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE PRESIDENTE VENCESLAU";"APAS/PV";"AutogestÃ£o";"RUA DUQUE DE CAXIAS";"343";;"CENTRO";"Presidente Venceslau";"SP";"19400005";"18";"32713230";"32713322";"contato@apaspv.com.br";"ELCIO APARECIDO RODRIGUES";"PRESIDENTE";6;"2000-05-08"
"408794";"72918287000144";"ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE RIBEIRÃƒO PRETO (APAS)";"APAS ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA A SAÃšDE RIBEIRÃƒO PRETO";"AutogestÃ£o";"RUA FLORIANO PEIXOTO";"1491";;"SUMARE";"RibeirÃ£o Preto";"SP";"14025388";"16";"35055000";;"apasrp@apasrp.com.br";"MARCO AURELIO HENRIQUES";"PRESIDENTE";5;"1999-10-07"
"420786";"24807514000111";"ASSOCIAÃ‡ÃƒO SANTA CASA CLÃNICAS DE BIRIGUI";"SANTA CASA CLÃNICAS";"Medicina de Grupo";"RUA MAESTRO ANTONIO PASSARELI";"208";;"CENTRO";"Birigui";"SP";"16200004";"18";"36496620";;"bruni@santacasaclinicas.com.br";"GABRIEL GENARO DE MORES";"DIRETOR PRESIDENTE";6;"2017-03-27"
"418803";"16665579000141";"ASSOCIAÃ‡ÃƒO SANTA CASA SAÃšDE DE ARAÃ‡ATUBA";"SANTA CASA SAÃšDE DE ARAÃ‡ATUBA";"Medicina de Grupo";"RUA OSCAR RODRIGUES ALVES";"1092";;"VILA MENDONÃ§A";"AraÃ§atuba";"SP";"16015030";"18";"36072720";;"SCSAUDEGERENCIA@TERRA.COM.BR";"FÃBIO JOSÃ‰ BLAYA MARTINEZ";"GERENTE ADMINISTRATIVO";6;"2013-03-25"
"419249";"18321477000134";"ASSOCIAÃ‡ÃƒO SANTA CASA SAÃšDE DE SÃƒO JOSÃ‰ DOS CAMPOS";"SANTA CASA SAÃšDE";"Medicina de Grupo";"AVENIDA DOUTOR JOÃƒO GUILHERMINO";"465";;"CENTRO";"SÃ£o JosÃ© dos Campos";"SP";"12210130";"12";"38769000";"38769015";"SANTACASASAUDE@SANTACASASAUDESJC.COM.BR";"IVÃƒ MOLINA ";"DIRETOR EXECUTIVO PRESIDENTE";5;"2014-01-08"
"418021";"13001218000102";"ASSOCIAÃ‡ÃƒO SANTA SAÃšDE";"PLANO SANTA SAÃšDE";"Medicina de Grupo";"RUA DR. ANTÃ”NIO BENTO";"162";"TÃ‰RREO";"VILA MATHIAS";"Santos";"SP";"11075260";"13";"32110602";;"regulacao.ans@planosantasaude.com.br";"RAPHAEL VITA COSTA";"DIRETOR ADMINISTRATIVO E FINANCEIRO";5;"2011-04-20"
"330892";"02903477000102";"ASSOCIAÃ‡ÃƒO SAÃšDE CONCEIÃ‡ÃƒO";"SAÃšDE CONCEIÃ‡ÃƒO";"Medicina de Grupo";"RUA VIDAL RAMOS";"299";"SALA 01";"CENTRO";"TubarÃ£o";"SC";"88701140";"48";"33027200";;"saudeconceicao@saudeconceicao.org.br";"BEATRIZ HOBOLD";"PRESIDENTE";5;"1998-12-24"
